method_label,dataset_index,sample_name,image_path,depth_path,panel_path,c2_abs_rel,method_abs_rel,method_minus_c2_abs_rel,method_better_than_c2
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,0,Camera_0_rgb_00618,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/morning/frames/rgb/Camera_0/rgb_00618.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/morning/frames/depth/Camera_0/depth_00618.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/01_validx0000_Camera_0_rgb_00618_vs_c2.jpg,0.10232466398412889,0.09998429447662403,-0.0023403695075048525,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,72,Camera_0_rgb_00623,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/morning/frames/rgb/Camera_0/rgb_00623.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/morning/frames/depth/Camera_0/depth_00623.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/02_validx0072_Camera_0_rgb_00623_vs_c2.jpg,0.12413807565156983,0.12093235978141414,-0.0032057158701556815,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,397,Camera_0_rgb_00068,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00068.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00068.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/03_validx0397_Camera_0_rgb_00068_vs_c2.jpg,0.13699086848644154,0.0942982940908091,-0.04269257439563244,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,861,Camera_0_rgb_00066,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00066.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00066.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/04_validx0861_Camera_0_rgb_00066_vs_c2.jpg,0.138387405962067,0.09976999727843311,-0.03861740868363389,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,950,Camera_0_rgb_00717,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00717.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00717.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/05_validx0950_Camera_0_rgb_00717_vs_c2.jpg,0.10419367250957966,0.07036013297602345,-0.03383353953355621,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,792,Camera_0_rgb_00716,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00716.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00716.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/06_validx0792_Camera_0_rgb_00716_vs_c2.jpg,0.10729425687447061,0.07349443390552993,-0.033799822968940685,True
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,712,Camera_0_rgb_00516,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/rain/frames/rgb/Camera_0/rgb_00516.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/rain/frames/depth/Camera_0/depth_00516.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/07_validx0712_Camera_0_rgb_00516_vs_c2.jpg,0.10274849248300746,0.12979891753438677,0.027050425051379307,False
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,30,Camera_0_rgb_00338,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/sunset/frames/rgb/Camera_0/rgb_00338.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/sunset/frames/depth/Camera_0/depth_00338.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/08_validx0030_Camera_0_rgb_00338_vs_c2.jpg,0.26927834311957577,0.28217764742931034,0.012899304309734572,False
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,601,Camera_0_rgb_00340,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/sunset/frames/rgb/Camera_0/rgb_00340.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/sunset/frames/depth/Camera_0/depth_00340.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/09_validx0601_Camera_0_rgb_00340_vs_c2.jpg,0.3139249352878907,0.32653952172193573,0.012614586434045005,False
N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10,772,Camera_0_rgb_00517,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/rain/frames/rgb/Camera_0/rgb_00517.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/rain/frames/depth/Camera_0/depth_00517.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N7_0530_0216_vkitti_n7_x3_lp0p5_q0p3_lfl0p0_rfttrue_vits_half187x621_sceneholdout_Scene20_n1000_seed42_bs8_e10/10_validx0772_Camera_0_rgb_00517_vs_c2.jpg,0.10628433699233851,0.11833902703247523,0.01205469004013672,False
